gene,GSM7670133,GSM7670134,GSM7670135,GSM7670136,GSM7670137,GSM7670138,GSM7670139,GSM7670140,GSM7670141,GSM7670142,GSM7670143,GSM7670144
ENSG00000015520,0.0023,0.0007,0.0005,0.0026,0.0005,0.0044,0.0021,0.0005,0.0031,0.0013,0.0039,0.005
ENSG00000015532,1.5824,1.2674,1.4992,1.1217,1.1737,1.4111,1.3877,1.7161,1.4429,1.3813,1.2932,1.3221
ENSG00000015568,1.7431,1.1319,0.2019,0.2466,0.4655,0.8044,1.2231,1.0596,0.5226,0.6631,0.9856,1.1892
ENSG00000015592,0.0041,0.0022,0.0015,0.0005,0.0005,0.0015,0.0021,0.0016,0.004,0.0031,0.0017,0.0005
ENSG00000015676,2.4051,2.1933,2.1898,2.0296,2.1612,2.3533,2.4054,2.3213,2.3224,2.4717,2.3765,2.1677
ENSG00000016391,0.0253,0.0509,0.0196,0.0687,0.0881,0.019,0.0472,0.0276,0.0223,0.034,0.0487,0.0521
ENSG00000016864,1.7663,1.741,2.0144,1.4235,1.6985,1.6773,1.9107,2.0541,2.0129,1.7609,1.5816,1.3541
ENSG00000017260,4.4598,5.1107,4.4539,4.6769,4.2243,4.0532,4.64,4.6317,4.624,4.6739,5.0951,4.0533
ENSG00000017427,0.0235,0.023,0.038,0.031,0.0312,0.0404,0.0498,0.0334,0.0134,0.0337,0.0518,0.04
ENSG00000017483,5.84,5.1859,6.9386,4.3227,4.0566,4.1099,3.9341,5.9623,6.6279,4.7742,4.8359,5.6155
ENSG00000017797,2.7708,2.8295,2.911,2.6038,2.7062,3.064,2.835,2.6603,2.8509,2.862,2.7783,2.495
ENSG00000018189,0.5198,0.6075,0.5255,0.5527,0.59,0.5534,0.6638,0.6069,0.5023,0.5118,0.5915,0.4487
ENSG00000018280,0.0352,0.05,0.0301,0.0459,0.0328,0.0448,0.049,0.0621,0.0299,0.054,0.0499,0.0504
ENSG00000018408,0.0081,0.0066,0.0099,0.005,0.0036,0.0056,0.0021,0.0129,0.0102,0.0094,0.0076,0.0158
ENSG00000018510,4.343,4.3426,6.0704,4.4479,4.1715,4.116,4.0775,4.7074,5.6047,4.4811,4.2721,4.109
ENSG00000018610,1.0839,1.088,1.7844,0.9234,0.8793,0.9414,1.0924,1.3602,1.692,0.9461,1.096,0.9114
ENSG00000018625,0.0033,0.0051,0.0005,0.0016,0.0046,0.0036,0.0035,0.0027,0.0022,0.004,0.0084,0.0027
ENSG00000018699,2.3459,2.5102,3.2068,1.9922,2.0152,1.636,1.9563,2.1932,3.2732,2.2864,2.2675,2.2021
ENSG00000018869,0.1872,0.2303,0.2272,0.1793,0.1767,0.205,0.2332,0.2026,0.215,0.2039,0.2518,0.1793
ENSG00000019102,0.005,0.0066,0.0056,0.0068,0.0097,0.0044,0.0062,0.0092,0.0111,0.004,0.0061,0.006
ENSG00000019144,0.4964,0.4612,0.8855,0.9769,1.1113,0.4491,0.4318,1.3435,0.8331,0.517,0.6679,0.9446
ENSG00000019169,0.0005,0.0007,0.0005,0.0005,0.0005,0.0044,0.0007,0.0005,0.0004,0.0013,0.0006,0.0005
ENSG00000019485,0.2848,0.3096,0.2669,0.2536,0.1972,0.2472,0.2791,0.3082,0.2444,0.2394,0.2564,0.257
ENSG00000019505,0.0005,0.0082,0.0005,0.0016,0.0005,0.0005,0.0021,0.0005,0.0017,0.0004,0.0031,0.0005
ENSG00000019582,8.53,9.7086,8.6623,10.117,7.0178,4.8045,3.9319,5.0614,9.2695,9.2085,9.3198,13.0565
ENSG00000019995,1.4787,1.6649,1.601,1.4242,1.3769,1.435,1.5572,1.6058,1.6856,1.5201,1.3642,1.3706
ENSG00000020129,2.7551,2.7839,3.1689,1.9808,2.0175,2.0177,2.1961,3.3124,3.1036,2.2439,2.2881,2.5738
ENSG00000020181,0.0201,0.0078,0.0097,0.0184,0.0119,0.0214,0.0109,0.0222,0.0085,0.0156,0.0095,0.0264
ENSG00000020256,0.3106,0.3413,0.2973,0.3576,0.3988,0.412,0.3641,0.2337,0.2847,0.3553,0.3503,0.3864
ENSG00000020426,0.6337,0.5433,0.7731,0.562,0.4904,0.5329,0.5017,0.5308,0.8407,0.5852,0.5701,0.528
ENSG00000020577,1.0102,1.1538,1.1288,0.7433,0.6265,0.6982,0.7638,1.0991,0.974,0.7067,0.848,0.8844
ENSG00000020633,6.9644,8.917,6.3033,7.0745,5.7166,5.7972,6.7727,5.3886,6.7969,6.7731,9.0995,9.0659
ENSG00000020922,1.5903,1.6488,1.8332,2.5536,2.4708,1.9018,1.5027,1.9576,1.7023,2.0149,1.6314,2.3351
ENSG00000021300,0.1727,0.2947,0.277,0.1877,0.1767,0.2285,0.3702,0.4341,0.3618,0.1783,0.3691,0.1531
ENSG00000021355,1.5709,2.6321,1.9241,1.7958,1.8247,1.7504,3.1902,1.8902,2.0469,1.5825,2.4727,1.6466
ENSG00000021461,0.0153,0.0285,0.0213,0.014,0.0101,0.0187,0.036,0.0183,0.0209,0.0167,0.0183,0.0206
ENSG00000021488,0.0014,0.0131,0.0005,0.0063,0.0196,0.0105,0.0021,0.0044,0.0023,0.0071,0.0108,0.0057
ENSG00000021574,1.1172,1.2691,1.1568,1.1067,1.1698,1.0836,1.2151,0.9053,1.0344,1.0793,1.1492,1.0516
ENSG00000021645,0.0109,0.0135,0.0168,0.0117,0.0204,0.0067,0.0078,0.0097,0.0091,0.0088,0.0079,0.0126
ENSG00000021762,0.0433,0.0344,0.0178,0.0214,0.0402,0.0954,0.0311,0.0321,0.0289,0.0473,0.0184,0.0213
ENSG00000021776,5.1758,5.6575,6.0476,4.893,4.8716,4.7708,4.989,6.0363,5.9921,4.9889,5.1791,4.763
ENSG00000021826,0.0125,0.0205,0.021,0.0275,0.0154,0.0087,0.0182,0.0214,0.0182,0.0086,0.0087,0.0203
ENSG00000022267,1.3517,1.02,1.0364,0.885,0.9233,1.3687,1.2532,1.1483,1.1506,1.4459,1.1117,0.9454
ENSG00000022277,4.4263,5.0268,5.3706,4.0404,4.147,4.2655,4.8863,4.7704,5.5161,4.3449,4.4837,4.1252
ENSG00000022556,0.0564,0.286,0.0877,0.8456,0.6968,0.044,0.1389,0.1194,0.109,0.0633,0.3213,0.8156
ENSG00000022567,0.661,0.789,0.645,0.6059,0.4813,0.4565,0.6553,0.5905,0.6003,0.5082,0.6851,0.5934
ENSG00000022840,5.2035,4.9102,5.4639,5.1035,5.6119,4.8702,5.0761,5.7839,5.6651,5.0782,4.9271,5.3119
ENSG00000022976,1.9816,1.5659,2.0958,1.4307,1.5524,1.6628,1.5431,2.4531,2.0647,1.7499,1.5216,1.7336
ENSG00000023041,2.3875,2.5711,2.7499,2.4858,2.5335,2.4159,2.5883,2.5272,2.7976,2.3582,2.4808,2.3656
ENSG00000023171,1.4072,2.5858,1.6919,2.1065,2.2169,1.2371,2.2846,1.5813,1.5719,1.2598,2.9038,2.1671
ENSG00000023191,2.7789,2.6671,2.7513,2.2418,2.2297,2.3373,2.6795,2.9391,3.0097,2.4776,2.4386,2.8557
ENSG00000023228,1.5931,1.5584,1.8605,1.7882,1.7625,1.4132,1.599,1.818,1.972,1.5315,1.5175,1.6619
ENSG00000023287,2.3166,2.6462,2.6894,1.9557,2.0009,2.3503,2.6815,2.2616,2.2781,2.419,2.6282,1.922
ENSG00000023318,1.8847,2.3786,2.1831,2.0205,1.8899,1.8609,2.3895,1.9802,2.3191,1.8449,2.2675,1.9209
ENSG00000023330,1.9503,1.6342,1.6321,1.8887,1.7157,1.6975,1.4857,1.3076,1.7743,1.9431,1.9492,1.9132
ENSG00000023445,29.7461,35.0383,46.3141,29.0717,18.5619,12.3375,14.5373,20.1967,40.8871,29.4692,34.0411,28.4098
ENSG00000023516,9.6596,9.3942,9.4147,10.3012,9.5923,8.2055,7.8819,8.8835,8.3714,8.1691,9.7566,8.9599
ENSG00000023572,0.6349,0.6532,0.7025,0.8086,0.8242,0.6527,0.6335,0.741,0.8389,0.7124,0.662,0.6263
ENSG00000023608,0.7489,0.9227,1.3094,0.8761,0.8108,0.6508,0.7516,0.9317,1.3436,0.6587,0.7072,0.889
ENSG00000023697,0.3339,0.261,0.3299,0.5086,0.4945,0.4497,0.2803,0.308,0.2701,0.3817,0.3523,0.3842
ENSG00000023734,8.2655,8.3365,12.0805,7.7008,7.5745,6.9451,7.3872,9.7283,11.9896,7.6251,7.5115,7.9826
ENSG00000023839,0.1001,0.1904,0.0904,0.0638,0.0546,0.0969,0.211,0.1048,0.0586,0.0885,0.1035,0.0693
ENSG00000023892,5.0901,5.1045,3.5382,5.8304,6.8105,7.8073,7.5104,5.6483,3.9559,5.6293,5.9135,5.5643
ENSG00000023902,2.7931,3.0338,1.7592,3.134,3.3098,3.6421,4.1583,1.9161,1.8224,2.8773,3.6567,2.9126
ENSG00000023909,1.4143,2.362,2.1777,2.4069,1.9143,1.0976,1.9359,1.6966,2.0443,1.1726,2.1088,2.1122
ENSG00000024048,2.8884,2.7551,2.4076,2.7398,2.8968,3.0025,2.9408,2.8839,2.4833,3.0475,2.8361,2.5581
ENSG00000024422,0.0172,0.0207,0.0151,0.007,0.0099,0.0133,0.0268,0.0088,0.0105,0.0104,0.0181,0.0091
ENSG00000024526,0.3567,0.1499,0.2973,0.8662,0.6452,0.5055,0.1142,0.1831,0.2256,0.4684,0.3065,0.6664
ENSG00000024862,0.4251,0.3137,0.2841,0.585,0.5312,0.5642,0.391,0.2841,0.3387,0.479,0.349,0.3885
ENSG00000025039,1,0.7568,1.0029,0.5045,0.4436,0.7022,0.7276,0.823,0.8469,0.8417,0.5667,0.4975
ENSG00000025156,0.9854,0.925,1.0811,0.9467,0.8958,1.077,0.9003,0.8632,1.0552,1.0231,0.885,0.8376
ENSG00000025293,1.9618,1.955,1.998,2.0946,1.8574,1.7993,1.8545,1.7196,1.939,1.9552,2.0943,1.9497
ENSG00000025423,0.0215,0.0066,0.0046,0.0257,0.0209,0.0289,0.0119,0.0115,0.0112,0.0129,0.0095,0.0248
ENSG00000025434,0.0542,0.0622,0.0412,0.0821,0.0606,0.0964,0.0617,0.0321,0.0343,0.0854,0.0754,0.0594
ENSG00000025708,2.3543,3.3024,5.6159,1.4715,1.368,1.2411,2.4022,4.0026,4.7792,2.0857,2.639,2.4888
ENSG00000025770,3.018,1.9398,3.4382,3.3409,3.4721,2.7748,1.8334,3.8788,3.6584,3.2166,2.1917,3.9154
ENSG00000025772,3.3088,3.3277,4.51,3.0545,3.0358,2.4061,2.9224,4.0055,4.8086,3.3081,3.3127,3.4663
ENSG00000025796,4.4941,5.768,5.6935,4.4136,4.1822,4.0736,5.1986,5.1539,5.4711,4.4551,5.1561,4.1428
ENSG00000025800,6.4308,6.5688,6.0096,6.085,5.6612,5.0549,5.8424,5.8921,5.9466,5.7856,6.2266,5.8841
ENSG00000026025,29.0122,27.503,28.7459,52.7702,56.4769,38.7195,32.0929,39.0263,35.6496,32.163,36.3995,50.944
ENSG00000026036,0.7406,0.446,0.4824,0.6584,0.7618,0.6335,0.4792,0.6013,0.4655,0.7187,0.448,0.8176
ENSG00000026103,3.0291,2.9182,4.4107,3.5611,2.4346,1.5518,1.3821,1.8366,4.1162,3.6864,3.1631,3.5319
ENSG00000026297,0.9177,1.5688,0.7229,1.2625,1.5518,1.2111,2.2638,0.9925,0.8215,0.9567,1.5907,1.3334
ENSG00000026508,49.3555,60.3033,73.871,44.61,40.0499,35.8414,41.7373,60.5888,76.8647,44.0418,55.397,44.1114
ENSG00000026559,0.0106,0.0146,0.0108,0.0148,0.0123,0.0185,0.0248,0.0117,0.0152,0.0086,0.0199,0.015
ENSG00000026652,0.1298,0.1645,0.0625,0.172,0.1614,0.1864,0.1612,0.0962,0.077,0.1199,0.1591,0.1346
ENSG00000026751,1.3241,0.9455,1.7126,1.0483,1.154,1.1094,0.8545,1.7689,1.6335,1.5069,0.855,1.1609
ENSG00000026950,1.8806,2.2955,0.6158,1.5185,1.414,2.4153,2.4804,0.7234,0.6291,2.1953,1.9121,1.2672
ENSG00000027001,0.2629,0.2259,0.2038,0.2358,0.2776,0.2254,0.265,0.195,0.2372,0.2559,0.2351,0.2185
ENSG00000027075,24.0217,24.9739,23.8083,16.768,18.3614,23.97,24.1848,23.2119,25.5937,23.2849,23.6655,17.6243
ENSG00000027644,0.0059,0.0197,0.0137,0.0099,0.0138,0.0083,0.0187,0.0255,0.0209,0.0084,0.0128,0.0213
ENSG00000027697,0.5034,0.5506,0.4631,0.5358,0.5617,0.619,0.618,0.421,0.5122,0.4879,0.5098,0.4387
ENSG00000027847,1.2697,1.0551,1.4664,0.9091,0.8816,1.0291,1.0567,1.651,1.413,1.1186,1.0112,1.1176
ENSG00000027869,5.2277,7.1929,9.4201,4.5214,5.4355,5.0054,6.8018,9.6891,9.7093,4.528,7.3932,5.7343
ENSG00000028116,0.9929,0.9035,1.2229,1.1066,1.0385,0.9077,0.9091,0.991,1.1483,1.0006,0.9772,1.0402
ENSG00000028137,14.1219,15.8867,19.5761,12.9689,14.1754,13.8905,17.8609,22.1004,20.8871,13.9049,18.5002,15.0781
ENSG00000028203,1.9941,2.4799,2.6621,2.0758,1.9979,1.7243,2.08,2.2569,2.5033,1.8523,2.1113,1.9315
ENSG00000028277,7.7006,5.321,7.6757,5.9893,5.3611,6.4059,3.9064,7.6954,8.1143,7.3411,5.8499,6.107
ENSG00000028310,4.4123,5.0338,5.0947,4.1072,3.8642,3.5353,4.574,5.3002,5.0589,4.0769,4.3339,4.564
ENSG00000028528,6.1934,6.73,7.0214,6.1822,6.151,5.9126,6.9786,6.7997,6.9212,6.2899,6.5571,6.1105
ENSG00000028839,0.879,0.9616,1.2211,0.9524,0.9343,0.7481,0.8689,0.9963,1.1487,0.8864,0.8412,0.9214
ENSG00000029153,2.2161,2.9442,3.8613,2.2124,1.6001,1.5257,1.9613,2.1331,3.1169,2.3334,3.1098,2.1952
ENSG00000029363,11.2286,13.976,13.1882,11.9767,11.3868,10.88,12.1699,12.3798,12.6734,11.2799,13.1803,11.1389
ENSG00000029364,2.4596,2.3669,3.0035,2.2568,2.281,2.3269,2.1307,2.2886,2.5532,2.5816,2.4048,2.2533
ENSG00000029534,2.8896,0.7529,1.437,1.4956,1.1308,1.6323,0.7344,1.1784,1.313,1.9119,0.9229,1.6588
ENSG00000029639,0.7803,0.7765,0.7514,0.8688,0.7403,0.673,0.6552,0.6629,0.8895,0.7871,0.8336,0.8289
ENSG00000029725,4.8644,6.1219,6.225,3.9009,3.9859,4.5884,5.952,5.8035,5.9402,4.5638,5.9209,3.7825
ENSG00000029993,0.887,0.7495,0.888,1.4977,1.0608,0.7981,0.5474,0.6927,0.9662,0.9806,1.0916,1.2789
ENSG00000030066,2.9233,2.6631,3.2303,3.1678,2.9553,2.6434,2.2574,3.2568,3.2137,2.8444,2.5794,3.0852
ENSG00000030110,2.0815,1.2859,1.5396,1.7213,1.7585,2.4096,1.5825,1.2826,1.5562,2.1616,1.4239,1.8935
ENSG00000030419,2.3667,1.8536,2.1048,1.3513,1.2737,1.9128,1.4664,1.739,1.7895,2.4809,1.7259,1.2343
ENSG00000030582,0.3558,0.3722,0.2445,0.5892,0.5149,0.6014,0.3578,0.2494,0.2185,0.4578,0.3814,0.5182
ENSG00000031003,2.0278,2.364,1.8822,2.4307,2.1578,2.2246,2.1806,1.6815,1.8011,2.1484,2.3861,2.0692
ENSG00000031081,0.7232,1.0848,0.7904,1.2088,0.4878,0.249,0.2224,0.4059,0.7187,0.6286,1.2967,1.0044
ENSG00000031691,0.2729,0.1206,0.3482,0.494,0.4202,0.2667,0.1765,0.2461,0.4001,0.2782,0.2429,0.443
ENSG00000031698,5.0045,5.8284,7.1338,4.2527,4.1878,4.5464,5.5326,6.8337,7.436,4.7518,4.875,4.482
